sample_id,state,lab,producer,strain_name,product_name,product_type,date_tested,source_file,total_terpenes,beta_pinene,d_limonene,p_cymene,beta_caryophyllene,caryophyllene_oxide,gamma_terpinene,alpha_terpinene,alpha_pinene,beta_myrcene,ocimene,carene,camphene,terpinolene,humulene,guaiol,nerolidol,eucalyptol,linalool,isopulegol,alpha_bisabolol,geraniol,terpene_sum,n_detected,total_thc,total_cbd
e2c440ca862294112920f48458c28693b74ff41d15e8bf9f3544ee2d6592ccd1,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-07T00:00:00,ca-results-latest.xlsx,1.91767,0.06334,0.40049,0.0,0.56595,,0.0,0.0,0.03378,0.57702,0.0,0.0,0.0,0.0,0.21545,0.0,,0.0,0.06164,0.0,0.0,0.0,1.9176699999999998,7,25.67506,0.07566
602c0d32b1be6ccbaf37fa4ead0b6bba3ae91255c74471d4f333376c38769b38,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-07T00:00:00,ca-results-latest.xlsx,1.73508,0.05184,0.3025,0.0,0.50928,,0.0,0.0,0.02729,0.59929,0.0,0.0,0.0,0.0,0.19596,0.0,,0.0,0.04892,0.0,0.0,0.0,1.73508,7,27.09116,0.08246
6943a7a42b17ff2a9d3d6df8ef572da7fb536138496ffa0e31aaa8255b744e58,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-07T00:00:00,ca-results-latest.xlsx,1.76621,0.05326,0.32123,0.0,0.43895,,0.0,0.0,0.02824,0.71328,0.0,0.0,0.0,0.0,0.16884,0.0,,0.0,0.04241,0.0,0.0,0.0,1.7662099999999998,7,26.53489,0.09015
ee73608b3a928d7c8f95511d186faa77aa9e17504028ecf66edd8aa612ba34ef,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-07T00:00:00,ca-results-latest.xlsx,1.77333,0.06029,0.39084,0.0,0.53893,,0.0,0.0,0.0323,0.48756,0.0,0.0,0.0,0.0,0.20592,0.0,,0.0,0.05749,0.0,0.0,0.0,1.77333,7,27.22691,0.0821
e478c3f54479b262009dbee033f2ce66ac77119eabf659c80bd5924e71d39d83,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",TRIPLE CHOCOLATE CHIP,TRIPLE CHOCOLATE CHIP,Flower,2021-06-07T00:00:00,ca-results-latest.xlsx,1.52994,0.03782,0.20429,0.0,0.80914,,0.0,0.0,0.01977,0.1008,0.0,0.0,0.0,0.0,0.2209,0.0,,0.0,0.0892,0.0,0.04802,0.0,1.5299399999999999,8,20.5537,0.0613
fb488441d4569e1408a02dc7f08388f35e973ff6cca64cad8c15ae149fee5039,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",ORANGEADE,ORANGEADE,Flower,2021-06-12T00:00:00,ca-results-latest.xlsx,1.49611,0.09938,0.65476,0.0,0.21902,,0.0,0.0,0.07974,0.09614,0.07724,0.0,0.01816,0.0,0.06852,0.07696,,0.0,0.10619,0.0,0.0,0.0,1.49611,10,22.94412,0.04477
dd0f3254ba721217f4b18f76e45cc4855df65c777881ef52ae0b03d6019cd780,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",MAC 1,MAC 1,Flower,2021-06-12T00:00:00,ca-results-latest.xlsx,2.12505,0.13736,0.7615,0.0,0.429,,0.0,0.0,0.16059,0.13153,0.03585,0.0,0.02116,0.0,0.14654,0.0,,0.0,0.18731,0.0,0.11421,0.0,2.12505,10,32.83965,0.08868
f37933065bb93d804d950db59e31a9d90a3a298e60e5a87df1ebae40a09679c8,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-12T00:00:00,ca-results-latest.xlsx,2.4277,0.06759,0.50499,0.0,0.92172,,0.0,0.0,0.04003,0.43951,0.0,0.0,0.01363,0.0,0.34595,0.0,,0.0,0.09428,0.0,0.0,0.0,2.4277,8,30.37307,0.09129
9e9f74a583d36b8b139e5f0945f07d79d7f286de213a827b16f8b7d05c916a4e,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",MAC 1,MAC 1,Flower,2021-06-12T00:00:00,ca-results-latest.xlsx,2.14369,0.13506,0.76281,0.0,0.4408,,0.0,0.0,0.15251,0.12998,0.03487,0.0,0.02094,0.0,0.15057,0.0,,0.0,0.19349,0.0,0.12266,0.0,2.1436900000000003,10,31.15355,0.06081
2b10fc52a7deb6941458d24ed5ff3b7791235b42850b9a9c6ed69b09a4829791,CA,BelCosta Labs,"Mission Health Associates, Inc.",SUGAR TARTS,SUGAR TARTS,Flower,2021-06-14T00:00:00,ca-results-latest.xlsx,1.0018,0.03981,0.20269,0.0,0.36043,,0.0,0.0,0.0216,0.10746,0.0,0.0,0.0,0.0,0.11693,0.0,,0.0,0.09049,0.0,0.06239,0.0,1.0018,8,19.47407,0.04943
748a17a0fb4f87d1ebdc4fe262aaef1a9fbed09fcd577daeaf71202c9001527c,CA,BelCosta Labs,"Mission Health Associates, Inc.",ICE CREAM CAKE,ICE CREAM CAKE,Flower,2021-06-14T00:00:00,ca-results-latest.xlsx,0.74174,0.03418,0.22709,0.0,0.20368,,0.0,0.0,0.02035,0.02848,0.0,0.0,0.0,0.0,0.07539,0.0,,0.0,0.13219,0.0,0.02038,0.0,0.74174,8,17.46941,0.05585
ee15e8d3904515a81118704b617fdbe8d7f32fa4a4b44104b81295f51bafa36a,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",MAC 1,MAC 1,Flower,2021-06-14T00:00:00,ca-results-latest.xlsx,2.09357,0.13255,0.74531,0.0,0.42937,,0.0,0.0,0.1513,0.12493,0.03509,0.0,0.02074,0.0,0.14624,0.0,,0.0,0.18961,0.0,0.11843,0.0,2.09357,10,27.68756,0.05045
e13877f821cd72abfb5d928fa455167b137709951eab6f274f6297b19ef788bd,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-15T00:00:00,ca-results-latest.xlsx,2.55792,0.07084,0.52889,0.0,0.96099,,0.0,0.0,0.04139,0.48239,0.0,0.0,0.01377,0.0,0.36208,0.0,,0.0,0.09757,0.0,0.0,0.0,2.55792,8,28.57765,0.08037
b4c3c42e2a3feaf989eb319623f3abeb3729cf455b3f637173e9a17fbd28a91d,CA,BelCosta Labs,Mission Health Associates,FIRE OG,FIRE OG,Flower,2021-06-18T00:00:00,ca-results-latest.xlsx,1.62312,0.07738,0.46088,0.0,0.33175,,0.0,0.0,0.0397,0.368,0.0,0.0,0.01365,0.0,0.10988,0.0,,0.0,0.18734,0.0,0.03454,0.0,1.6231200000000001,9,22.99703,0.05697
d1e9628f36e0f6b5bcf433b270128426f820913fcce4b45d4d3b224a833d26c9,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-20T00:00:00,ca-results-latest.xlsx,1.9816,0.06008,0.42037,0.0,0.75432,,0.0,0.0,0.03521,0.33122,0.0,0.0,0.0,0.0,0.2881,0.0,,0.0,0.07805,0.0,0.0,0.01425,1.9816000000000003,8,30.69633,0.09024
689a4bc2671e11616f29f6be6ac376c2449664315178dd84af9f4c42e637e8e4,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-21T00:00:00,ca-results-latest.xlsx,1.68436,0.05167,0.35875,0.0,0.64689,,0.0,0.0,0.03037,0.26791,0.0,0.0,0.0,0.0,0.25009,0.0,,0.0,0.06475,0.0,0.0,0.01393,1.6843599999999999,8,27.15846,0.07742
aedf4b19e43fcc8dade54bb86cba5a1a0b990f6032a541df99bfbfa28f6826e2,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-21T00:00:00,ca-results-latest.xlsx,1.75254,0.05264,0.37086,0.0,0.66484,,0.0,0.0,0.03125,0.29556,0.0,0.0,0.0,0.0,0.25569,0.0,,0.0,0.06808,0.0,0.0,0.01362,1.75254,8,26.88877,0.07818
e8d99b55e7d80464b5b9b63bad8775e5d1731dfa61ef51cde6b03ef9bf0a596e,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",FIRE OG,FIRE OG,Flower,2021-06-21T00:00:00,ca-results-latest.xlsx,2.19357,0.08376,0.57719,0.0,0.50698,,0.0,0.0,0.04472,0.54663,0.0,0.0,0.01611,0.0,0.17156,0.0,,0.0,0.2082,0.0,0.03842,0.0,2.19357,9,25.64834,0.04775
50e1f7120b46227b5d0b756005c99e0fc4f609193351b3e8e1e7aa2c8b80527b,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",PAPAYA PUNCH,PAPAYA PUNCH,Flower,2021-06-21T00:00:00,ca-results-latest.xlsx,1.4821,0.05772,0.41847,0.0,0.45566,,0.0,0.0,0.03315,0.14144,0.0,0.0,0.0,0.0,0.12124,0.0698,,0.0,0.18462,0.0,0.0,0.0,1.4821000000000002,8,21.8785,0.04919
07258fc57fa2a88a299da96456da76c113b073f20bedf53f41dd9b4f7ecdfd56,CA,BelCosta Labs,Mission Health Associates,SUGAR TARTS,SUGAR TARTS,Flower,2021-06-25T00:00:00,ca-results-latest.xlsx,1.74401,0.0629,0.33771,0.0,0.606,,0.0,0.0,0.03235,0.33408,0.0,0.0,0.0,0.0,0.174,0.0,,0.0,0.14838,0.0,0.04859,0.0,1.7440099999999998,8,27.12537,0.05979
f986a6d88f3408a6b5630315e25c793afb0376b82dd62ee066e9af301a67e18b,CA,BelCosta Labs,"Mission Health Associates, Inc.",GG4,GG4,Flower,2021-06-28T00:00:00,ca-results-latest.xlsx,1.89791,0.05524,0.40236,0.0,0.79133,,0.0,0.0,0.02887,0.20627,0.0,0.0,0.0,0.0,0.28804,0.0,,0.0,0.06178,0.0,0.06402,0.0,1.89791,8,24.5075,0.05961
b12d556845c39dbb1765a5a65ea8a53c26f275b39c03f4d09ce3d9c5ed9cc466,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",GG4,GG4,Flower,2021-06-28T00:00:00,ca-results-latest.xlsx,1.43259,0.0448,0.28531,0.0,0.62996,,0.0,0.0,0.02263,0.0984,0.0,0.0,0.0,0.0,0.2416,0.0,,0.0,0.05379,0.0,0.0561,0.0,1.43259,8,23.85992,0.05528
2c692c18493fd7c7788922f7558e0e40a765b11b149b83718478f7496aec355e,CA,BelCosta Labs,"Mission Health Associates, Inc.",GG4,GG4,Flower,2021-06-28T00:00:00,ca-results-latest.xlsx,1.68793,0.04748,0.3306,0.0,0.72938,,0.0,0.0,0.02419,0.16312,0.0,0.0,0.0,0.0,0.26959,0.0,,0.0,0.05779,0.0,0.06578,0.0,1.68793,8,24.12267,0.05618
5a7a92681374c695fca95610febaf378f94d278155d1368a3bac6795118ffc48,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",MAC 1,MAC 1,Flower,2021-06-28T00:00:00,ca-results-latest.xlsx,1.72232,0.10466,0.5715,0.0,0.38844,,0.0,0.0,0.1212,0.09872,0.02758,0.0,0.0143,0.0,0.13487,0.0,,0.0,0.16196,0.0,0.09909,0.0,1.7223199999999999,10,27.47557,0.07734
73e9c409976d6b8f2ee60d106005fa034c124810d717f24a4f7335f82521937c,CA,BelCosta Labs,"Mission Health Associates, Inc.",SUPER SILVER HAZE,SUPER SILVER HAZE,Flower,2021-06-29T00:00:00,ca-results-latest.xlsx,1.79391,0.05401,0.39236,0.0,0.70693,,0.0,0.0,0.0327,0.25719,0.0,0.0,0.0,0.0,0.26935,0.0,,0.0,0.08137,0.0,0.0,0.0,1.7939099999999997,7,28.43845,0.08188
91defc5fe222ab717e4b0f81a8997cc669cd3aeb4ae750a49583885b82f3aa21,CA,BelCosta Labs,Mission Health Associates,GG4,GG4,Flower,2021-07-04T00:00:00,ca-results-latest.xlsx,2.0942,0.05874,0.4039,0.0,0.9123,,0.0,0.0,0.03104,0.19406,0.0,0.0,0.0,0.0,0.32856,0.0,,0.0,0.0709,0.0,0.0947,0.0,2.0942,8,27.08494,0.06548
1ac9afd5087ad841f19a13e450403423cf63d7311b62ce771e352359f1927c15,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Jellyfish,Jellyfish,Flower,2021-07-07T00:00:00,ca-results-latest.xlsx,0.8792,0.04883,0.07329,0.0,0.06049,,0.0,0.0,0.10838,0.46309,0.0,0.0,0.0,0.0,0.02508,0.0487,,0.0,0.05134,0.0,0.0,0.0,0.8792,8,0.68843,15.57814
089d4112503511d88cd0b5fafb94a25fecb0c6f7a802e764351da240e625032d,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",PADARO PIPELINE,PADARO PIPELINE,Flower,2021-07-07T00:00:00,ca-results-latest.xlsx,1.98369,0.0277,0.19906,0.0,0.87413,,0.0,0.0,0.01704,0.09031,0.0,0.0,0.0,0.0,0.29581,0.07858,,0.0,0.17103,0.0,0.23003,0.0,1.9836899999999997,9,23.03769,0.05085
4a3684d1e7717b60f2cf68af0c8b313cf761d65064f4d988726692b118a3fa87,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",LILAC DIESEL,LILAC DIESEL,Flower,2021-07-07T00:00:00,ca-results-latest.xlsx,2.88032,0.08371,0.13534,0.0,0.58235,,0.01987,0.0318,0.05041,0.28739,0.39554999999999996,0.03177,0.0,0.98359,0.23781,0.0,,0.0,0.0,0.0,0.04073,0.0,2.8803199999999998,12,25.99727,0.05501
5b37c5c7212de1bf935e34e1ac21c9cac77e84941a41c341d767646ead15ccc7,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",LILAC DIESEL,LILAC DIESEL,Flower,2021-07-07T00:00:00,ca-results-latest.xlsx,2.49853,0.07202,0.11637,0.0,0.50137,,0.01743,0.02754,0.0433,0.24656,0.34311,0.02799,0.0,0.85383,0.20709,0.0,,0.0,0.0,0.0,0.04192,0.0,2.49853,12,27.11425,0.05975
1fc91dc6ac188ad3f39710c7a4fc4f0a73535c5c63389b9d15c91bfdee413a08,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,ORANGE CREAMSICLE,ORANGE CREAMSICLE,Flower,2021-07-08T00:00:00,ca-results-latest.xlsx,1.9233,0.10249,0.13867,0.0,0.2703,,0.02104,0.02802,0.05987,0.25332,0.07253,0.05931,0.0,0.77388,0.09133,0.0,,0.0,0.02119,0.0,0.03135,0.0,1.9233,13,22.43106,0.05971
29ff4814481c193de7c05f62ed23ebdefd609b3143e9cb41ebdc255edb07ae23,CA,BelCosta Labs,MISSION HEALTH ASSOCIATES,ORANGE CREAMSICLE,ORANGE CREAMSICLE,Flower,2021-07-08T00:00:00,ca-results-latest.xlsx,2.07733,0.11372,0.14888,0.0,0.29108,,0.02315,0.03071,0.06634,0.26892,0.07787,0.06466,0.0,0.83945,0.09658,0.0,,0.0,0.02202,0.0,0.03395,0.0,2.07733,13,22.55924,0.05685
01067839979bd4d6c40bc425bfdb3db2c486e142fa1a1915def18cb963d9a938,CA,BelCosta Labs,"Mission Health Associates, Inc.",Cherry AK,Cherry AK,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.49487,0.03411,0.05355,0.0,0.47238,,0.0,0.0,0.07758,0.5975,0.06426,0.0,0.0,0.0,0.12657,0.0,,0.0,0.0,0.0,0.06892,0.0,1.4948700000000001,8,22.05444,0.05391
5088d1249e71883bf2459b5acc4c4f3cebfcbcdaaede94e89ed1e932cab6ef83,CA,BelCosta Labs,"Mission Health Associates, Inc.",Cherry AK,Cherry AK,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.46021,0.03093,0.05905,0.0,0.44644,,0.0,0.0,0.06396,0.62347,0.04909,0.0,0.0,0.0,0.12177,0.0,,0.0,0.0,0.0,0.0655,0.0,1.46021,8,24.06886,0.06649
3076a1c605dede7aafcbe5711e9363e9965374352a38f47631be6b484f91bd84,CA,BelCosta Labs,"Mission Health Associates, Inc.",Super Silver Haze,Super Silver Haze,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.36405,0.04112,0.28692,0.0,0.55287,,0.0,0.0,0.02405,0.1894,0.0,0.0,0.0,0.0,0.20881,0.0,,0.0,0.06088,0.0,0.0,0.0,1.3640500000000002,7,27.49553,0.07693
dde4a09697c526615dee9fcfc15a6f88d92a8303d81da56155f120a3641e37b3,CA,BelCosta Labs,"Mission Health Associates, Inc.",GG4,GG4,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.34755,0.03338,0.20279,0.0,0.62308,,0.0,0.0,0.01688,0.12653,0.0,0.0,0.0,0.0,0.23509,0.0,,0.0,0.04065,0.0,0.06915,0.0,1.34755,8,22.85674,0.052
71030c5727316813a83fae45340d0edf7a7232d0014301e139d24c9175e6a67c,CA,BelCosta Labs,"Mission Health Associates, Inc.",Sour Diesel,Sour Diesel,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.44513,0.04596,0.31088,0.0,0.46379,,0.0,0.0,0.02451,0.24448,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,0.09097,0.0,0.06454,0.0,1.44513,8,25.30158,0.07272
ec66420c229047dd467d7d7645df8df9aaf7b15631245262941dab718f6cde21,CA,BelCosta Labs,"Mission Health Associates, Inc.",Sour Diesel,Sour Diesel,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.27963,0.04068,0.26557,0.0,0.41783,,0.0,0.0,0.02213,0.20641,0.0,0.0,0.0,0.0,0.18168,0.0,,0.0,0.0826,0.0,0.06273,0.0,1.27963,8,24.85435,0.07684
daff76d64b6bf92d63e8fb6ab452f2c2eb8ae372e0e04fca7db1243d6edc562e,CA,BelCosta Labs,"Mission Health Associates, Inc.",HELLFIRE,HELLFIRE,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.16292,0.0225,0.12222,0.0,0.64151,,0.0,0.0,0.0,0.07574,0.0,0.0,0.0,0.0,0.18226,0.0,,0.0,0.07464,0.0,0.04405,0.0,1.16292,7,26.76545,0.04919
6fd3517bc50d0a1da3e74b5cd4bae3332b0839fd5e4a736bb01e0559f3c8a41c,CA,BelCosta Labs,"Mission Health Associates, Inc.",Jellyfish,Jellyfish,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,0.75069,0.04583,0.06644,0.0,0.06216,,0.0,0.0,0.09845,0.35849,0.0,0.0,0.0,0.0,0.02517,0.04589,,0.0,0.04826,0.0,0.0,0.0,0.7506899999999999,8,1.08328,15.89619
1cf5d94d86b20c554a4659fb101c4ef878fccd50383ff6e261cdf355d9a07992,CA,BelCosta Labs,"Mission Health Associates, Inc.",Lilac Diesel,Lilac Diesel,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.74059,0.05896,0.08741,0.0,0.40998,,0.0,0.01812,0.03324,0.14335,0.19326,0.01887,0.0,0.58627,0.16817,0.0,,0.0,0.0,0.0,0.02296,0.0,1.7405899999999999,11,27.09197,0.0554
62af22f51ebc3189ef153c289e59685eef6e6cf4e52e13352ba25ee72fe57e3c,CA,BelCosta Labs,"Mission Health Associates, Inc.",MAC 1,MAC 1,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.2677,0.07875,0.41796,0.0,0.26933,,0.0,0.0,0.08294,0.07147,0.02475,0.0,0.0,0.0,0.09536,0.0,,0.0,0.13774,0.0,0.0894,0.0,1.2677,9,26.00629,0.05718
f5e6f4dc7bd60676611eba932f3377f44ea18677666b8b1657abd7cf1201737c,CA,BelCosta Labs,"Mission Health Associates, Inc.",Padaro Pipeline,Padaro Pipeline,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.7612,0.0464,0.29769,0.0,0.72599,,0.0,0.0,0.02554,0.14534,0.0,0.0,0.0,0.0,0.24376,0.07043,,0.0,0.20605,0.0,0.0,0.0,1.7611999999999999,8,26.56084,0.0647
4c3fe907808728ad0f9a7ca7285741e28b8adb95f5d0570eea730489f2f0410b,CA,BelCosta Labs,"Mission Health Associates, Inc.",Sugar Tarts,Sugar Tarts,Flower,2021-07-09T00:00:00,ca-results-latest.xlsx,1.43845,0.05149,0.26834,0.0,0.53283,,0.0,0.0,0.0265,0.23812,0.0,0.0,0.0,0.0,0.15612,0.0,,0.0,0.12036,0.0,0.04469,0.0,1.43845,8,26.49155,0.0617
2b8b59806bdccdb63be92a8c07ce8060af38eafddc1c5bb85657cfc4e6067355,CA,BelCosta Labs,Mission Health Associates,ORANGE CREAMSICLE,ORANGE CREAMSICLE,Flower,2021-07-10T00:00:00,ca-results-latest.xlsx,1.66946,0.09761,0.12963,0.0,0.24438,,0.0198,0.02601,0.05524,0.21507,0.0,0.03124,0.0,0.71522,0.08467,0.0,,0.0,0.01932,0.0,0.03127,0.0,1.6694599999999997,12,22.90042,0.05787
310ddb845f4f0c36b1094d07f19bb22baaad578eb1f78cf9e254e669964757bf,CA,BelCosta Labs,Mission Health Associates,FIRE OG,FIRE OG,Flower,2021-07-10T00:00:00,ca-results-latest.xlsx,2.05745,0.09461,0.56231,0.0,0.43095,,0.0,0.0,0.05067,0.43348,0.0,0.0,0.01688,0.01852,0.15047,0.0,,0.0,0.23669,0.0,0.04763,0.01524,2.05745,11,27.42336,0.06741
8601569ac89f4a8b1cb993d069f206bbfc2874764e6614f07da88d785b9e2ee7,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Super Silver Haze,Super Silver Haze,Flower,2021-07-16T00:00:00,ca-results-latest.xlsx,1.78115,0.059,0.41709,0.0,0.68724,,0.0,0.0,0.03491,0.24575,0.0,0.0,0.0,0.0,0.26612,0.0,,0.0,0.07104,0.0,0.0,0.0,1.7811499999999998,7,28.53164,0.09155
e17d77f9c9b9626908549abd99536d7f78c5976bbdb25b6d3028f9e72bbca5a7,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Sour Diesel,Sour Diesel,Flower,2021-07-17T00:00:00,ca-results-latest.xlsx,1.52059,0.06205,0.35325,0.0,0.46732,,0.0,0.0,0.03406,0.19164,0.0,0.0,0.0,0.0,0.22015,0.0,,0.0,0.08898,0.0,0.10314,0.0,1.52059,8,20.18767,0.22483
5ca372a9d4473f854f9ac2087e44bfae893d3da7ea84b2d47a5bb1937ff06d17,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Platinum OG,Platinum OG,Flower,2021-07-18T00:00:00,ca-results-latest.xlsx,1.66783,0.06715,0.40995,0.0,0.39151,,0.0,0.0,0.03353,0.45368,0.0,0.0,0.0,0.0,0.14065,0.0,,0.0,0.13515,0.0,0.03621,0.0,1.66783,8,21.0539,0.04514
61569011acac7de6ce8a38655f64c06e7912cbb5e113d6496d5198c7d2071817,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Platinum OG,Platinum OG,Flower,2021-07-20T00:00:00,ca-results-latest.xlsx,2.66765,0.07543,0.47899,0.0,0.5774,,0.0,0.0,0.03737,1.06439,0.0126,0.0,0.0,0.01569,0.20276,0.0,,0.0,0.14941,0.0,0.03964,0.01397,2.6676499999999996,11,24.94472,0.05571
d9d4b2b7b93bb9814dce22333520d491c12fb473973bfaf5c990e8773bf22866,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Fire OG,Fire OG,Flower,2021-07-20T00:00:00,ca-results-latest.xlsx,1.953,0.07404,0.51541,0.0,0.51873,,0.0,0.0,0.0383,0.40283,0.0,0.0,0.0,0.0,0.17289,0.0,,0.0,0.19926,0.0,0.03154,0.0,1.953,8,27.89354,0.0603
b8b1a2688291e37fedd174fe0353b99a92db17aa40bc06d89d1fb7bcfa7072d5,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Orangeade,Orangeade,Flower,2021-07-20T00:00:00,ca-results-latest.xlsx,1.0158,0.07048,0.42486,0.0,0.16431,,0.0,0.0,0.05306,0.07014,0.03733,0.0,0.0,0.0,0.04989,0.07346,,0.0,0.07227,0.0,0.0,0.0,1.0158,9,20.58072,0.04453
2e70f10fcc4c134a399a991fbd591a98fcd09e225e33915cb43ccc245b1d8c86,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Tropic Heat,Tropic Heat,Flower,2021-07-21T00:00:00,ca-results-latest.xlsx,1.31865,0.02898,0.18451,0.0,0.58284,,0.0,0.0,0.01615,0.07838,0.0,0.0,0.0,0.0,0.20627,0.06847,,0.0,0.15305,0.0,0.0,0.0,1.3186499999999999,8,21.47589,0.05137
2accfd9544879c25542c7bd290d1daeb0ed17be7399a98c4f305a64267e2b715,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",Lilac Diesel,Lilac Diesel,Flower,2021-07-24T00:00:00,ca-results-latest.xlsx,2.33274,0.07071,0.10216,0.0,0.51425,,0.01914,0.02773,0.04368,0.16357,0.29775,0.02977,0.0,0.82671,0.20663,0.0,,0.0,0.0,0.0,0.03064,0.0,2.33274,12,28.74814,0.05141
dfc8e699a12bfe1f6590d8cd794285dd174662a3b64935fd6ba17ee81f60f950,CA,BelCosta Labs,"MISSION HEALTH ASSOCIATES, INC",MAC 1,MAC 1,Flower,2021-07-26T00:00:00,ca-results-latest.xlsx,1.8524,0.12866,0.64722,0.0,0.3774,,0.0,0.0,0.13867,0.11281,0.02512,0.0,0.01898,0.0,0.13673,0.0,,0.0,0.15682,0.0,0.10999,0.0,1.8523999999999998,10,27.85173,0.04531
d8f7a23a9459e013ac1efe1556bca505c1bec1e6828e17feca935c3af6fcebcc,CA,BelCosta Labs,"Mission Health Associates, Inc.",Super Silver Haze,Super Silver Haze,Flower,2021-07-26T00:00:00,ca-results-latest.xlsx,1.41332,0.04484,0.31759,0.0,0.56973,,0.0,0.0,0.02609,0.1716,0.0,0.0,0.0,0.0,0.22291,0.0,,0.0,0.06056,0.0,0.0,0.0,1.41332,7,26.96704,0.08131
a42278b9539a81a44048e6b8f3a96ba397b5c25cceb149b2f1854f8fe4a82c8d,CA,BelCosta Labs,"Mission Health Associates, Inc.",Platinum OG,Platinum OG,Flower,2021-07-31T00:00:00,ca-results-latest.xlsx,1.81855,0.06229,0.3663,0.0,0.40231,,0.0,0.0,0.03122,0.59846,0.01096,0.0,0.0,0.02331,0.14783,0.0,,0.0,0.13731,0.0,0.03856,0.0,1.8185499999999999,10,24.29313,0.0505
5aa802c99b6b2a9414edddccca9b8a50d3b05d93a62a33abd63b592ef3589a70,CA,BelCosta Labs,"Mission Health Associates, Inc.",MAC 1,MAC 1,Flower,2021-07-31T00:00:00,ca-results-latest.xlsx,1.3048,0.09157,0.41629,0.0,0.27084,,0.0,0.0,0.09172,0.06413,0.01745,0.0,0.0,0.0,0.10648,0.0,,0.0,0.14596,0.0,0.10036,0.0,1.3048,9,25.22049,0.06057
0f2eb88d3f5ad9d6064aad5c90825a0ed6420f96ba73b76db20dfe75462f2365,CA,BelCosta Labs,"Mission Health Associates, Inc.",GG4,GG4,Flower,2021-07-31T00:00:00,ca-results-latest.xlsx,1.57405,0.0372,0.25097,0.0,0.76464,,0.0,0.0,0.01905,0.10882,0.0,0.0,0.0,0.0,0.27977,0.0,,0.0,0.04864,0.0,0.06496,0.0,1.57405,8,23.31918,0.05101
